"idx","level_1","level_2","level_3","level_4","level_5"
2617,"08187806011","08187806","081878","08","09"
2618,"08187806012","08187806","081878","08","09"
2619,"08187806013","08187806","081878","08","09"
2620,"08187806014","08187806","081878","08","09"
2621,"08187806016","08187806","081878","08","09"
2622,"08187806017","08187806","081878","08","09"
2623,"08187806018","08187806","081878","08","09"
2624,"08187806020","08187806","081878","08","09"
2625,"08187806021","08187806","081878","08","09"
2626,"08187806022","08187806","081878","08","09"
2627,"08187806023","08187806","081878","08","09"
2628,"08187806024","08187806","081878","08","09"
2629,"08187806025","08187806","081878","08","09"
2630,"08187807001","08187807","081878","08","09"
2631,"08187807002","08187807","081878","08","09"
2632,"08187807003","08187807","081878","08","09"
2633,"08187807004","08187807","081878","08","09"
2634,"08187807005","08187807","081878","08","09"
2635,"08187807006","08187807","081878","08","09"
2636,"08187807007","08187807","081878","08","09"
2637,"08187807008","08187807","081878","08","09"
2638,"08188401001","08188401","081884","08","09"
2639,"08189701001","08189701","081897","08","09"
2640,"08190101001","08190101","081901","08","09"
2641,"08191801001","08191801","081918","08","09"
2642,"08191801003","08191801","081918","08","09"
2643,"08191801004","08191801","081918","08","09"
2644,"08191801005","08191801","081918","08","09"
2645,"08191801006","08191801","081918","08","09"
2646,"08192301001","08192301","081923","08","09"
2647,"08192301002","08192301","081923","08","09"
2648,"08192301003","08192301","081923","08","09"
2649,"08192301004","08192301","081923","08","09"
2650,"08193901001","08193901","081939","08","09"
2651,"08194401001","08194401","081944","08","09"
2652,"08194401002","08194401","081944","08","09"
2653,"08194401003","08194401","081944","08","09"
2654,"08194401004","08194401","081944","08","09"
2655,"08194401005","08194401","081944","08","09"
2656,"08194401006","08194401","081944","08","09"
2657,"08194402001","08194402","081944","08","09"
2658,"08194402002","08194402","081944","08","09"
2659,"08194402003","08194402","081944","08","09"
2660,"08194402004","08194402","081944","08","09"
2661,"08194402005","08194402","081944","08","09"
2662,"08194403001","08194403","081944","08","09"
2663,"08194404001","08194404","081944","08","09"
2664,"08194405001","08194405","081944","08","09"
2665,"08194405002","08194405","081944","08","09"
2666,"08194405003","08194405","081944","08","09"
2667,"08194405004","08194405","081944","08","09"
2668,"08194406001","08194406","081944","08","09"
2669,"08194406002","08194406","081944","08","09"
2670,"08194406003","08194406","081944","08","09"
2671,"08194406004","08194406","081944","08","09"
2672,"08194406005","08194406","081944","08","09"
2673,"08194406006","08194406","081944","08","09"
2674,"08194406007","08194406","081944","08","09"
2675,"08195701001","08195701","081957","08","09"
2676,"08196001001","08196001","081960","08","09"
2677,"08196001002","08196001","081960","08","09"
2678,"08196001003","08196001","081960","08","09"
2679,"08196001004","08196001","081960","08","09"
2680,"08196001005","08196001","081960","08","09"
2681,"08196001006","08196001","081960","08","09"
2682,"08196001007","08196001","081960","08","09"
2683,"08196001008","08196001","081960","08","09"
2684,"08196001009","08196001","081960","08","09"
2685,"08196001010","08196001","081960","08","09"
2686,"08196001011","08196001","081960","08","09"
2687,"08196001012","08196001","081960","08","09"
2688,"08196001013","08196001","081960","08","09"
2689,"08196001014","08196001","081960","08","09"
2690,"08197601001","08197601","081976","08","09"
2691,"08197601002","08197601","081976","08","09"
2692,"08197601003","08197601","081976","08","09"
2693,"08197602001","08197602","081976","08","09"
2694,"08197602002","08197602","081976","08","09"
2695,"08197602003","08197602","081976","08","09"
2696,"08198201001","08198201","081982","08","09"
2697,"08198201002","08198201","081982","08","09"
2698,"08198201003","08198201","081982","08","09"
2699,"08198201004","08198201","081982","08","09"
2700,"08199501001","08199501","081995","08","09"
2701,"08200901001","08200901","082009","08","09"
2702,"08200901002","08200901","082009","08","09"
2703,"08200901003","08200901","082009","08","09"
2704,"08200901004","08200901","082009","08","09"
2705,"08200901005","08200901","082009","08","09"
2706,"08200901006","08200901","082009","08","09"
2707,"08200901007","08200901","082009","08","09"
2708,"08200902001","08200902","082009","08","09"
2709,"08200902002","08200902","082009","08","09"
2710,"08200902003","08200902","082009","08","09"
2711,"08200902004","08200902","082009","08","09"
2712,"08200902005","08200902","082009","08","09"
2713,"08200902006","08200902","082009","08","09"
2714,"08200902007","08200902","082009","08","09"
2715,"08200902008","08200902","082009","08","09"
2716,"08200902009","08200902","082009","08","09"
2717,"08200902010","08200902","082009","08","09"
2718,"08200902011","08200902","082009","08","09"
2719,"08200902012","08200902","082009","08","09"
2720,"08200902013","08200902","082009","08","09"
2721,"08200902014","08200902","082009","08","09"
2722,"08200902015","08200902","082009","08","09"
2723,"08200902016","08200902","082009","08","09"
2724,"08200902017","08200902","082009","08","09"
2725,"08200902018","08200902","082009","08","09"
2726,"08200902019","08200902","082009","08","09"
2727,"08200903001","08200903","082009","08","09"
2728,"08200903002","08200903","082009","08","09"
2729,"08200903003","08200903","082009","08","09"
2730,"08200903004","08200903","082009","08","09"
2731,"08200903005","08200903","082009","08","09"
2732,"08200903006","08200903","082009","08","09"
2733,"08200903007","08200903","082009","08","09"
2734,"08200903008","08200903","082009","08","09"
2735,"08200903009","08200903","082009","08","09"
2736,"08200904001","08200904","082009","08","09"
2737,"08200904002","08200904","082009","08","09"
2738,"08200904003","08200904","082009","08","09"
2739,"08200904004","08200904","082009","08","09"
2740,"08200904005","08200904","082009","08","09"
2741,"08200904006","08200904","082009","08","09"
2742,"08200904007","08200904","082009","08","09"
2743,"08200904008","08200904","082009","08","09"
2744,"08200904009","08200904","082009","08","09"
2745,"08200905001","08200905","082009","08","09"
2746,"08200905002","08200905","082009","08","09"
2747,"08200905003","08200905","082009","08","09"
2748,"08200906001","08200906","082009","08","09"
2749,"08200906002","08200906","082009","08","09"
2750,"08200906003","08200906","082009","08","09"
2751,"08201601001","08201601","082016","08","09"
2752,"08202101001","08202101","082021","08","09"
2753,"08202101002","08202101","082021","08","09"
2754,"08202101003","08202101","082021","08","09"
2755,"08202101004","08202101","082021","08","09"
2756,"08202101005","08202101","082021","08","09"
2757,"08202101006","08202101","082021","08","09"
2758,"08202101007","08202101","082021","08","09"
2759,"08202101008","08202101","082021","08","09"
2760,"08202101009","08202101","082021","08","09"
2761,"08202102001","08202102","082021","08","09"
2762,"08203701001","08203701","082037","08","09"
2763,"08203701002","08203701","082037","08","09"
2764,"08204201001","08204201","082042","08","09"
2765,"08204201002","08204201","082042","08","09"
2766,"08205501001","08205501","082055","08","09"
2767,"08205501002","08205501","082055","08","09"
2768,"08205501003","08205501","082055","08","09"
2769,"08205501004","08205501","082055","08","09"
2770,"08205501005","08205501","082055","08","09"
2771,"08205501006","08205501","082055","08","09"
2772,"08205501007","08205501","082055","08","09"
2773,"08205501008","08205501","082055","08","09"
2774,"08205501009","08205501","082055","08","09"
2775,"08205501010","08205501","082055","08","09"
2776,"08205501011","08205501","082055","08","09"
2777,"08205501012","08205501","082055","08","09"
2778,"08205501013","08205501","082055","08","09"
2779,"08205501014","08205501","082055","08","09"
2780,"08205501015","08205501","082055","08","09"
2781,"08205501016","08205501","082055","08","09"
2782,"08205501017","08205501","082055","08","09"
2783,"08205501018","08205501","082055","08","09"
2784,"08205501019","08205501","082055","08","09"
2785,"08205501020","08205501","082055","08","09"
2786,"08205501021","08205501","082055","08","09"
2787,"08205501022","08205501","082055","08","09"
2788,"08205501023","08205501","082055","08","09"
2789,"08205501024","08205501","082055","08","09"
2790,"08205502001","08205502","082055","08","09"
2791,"08205502002","08205502","082055","08","09"
2792,"08205502003","08205502","082055","08","09"
2793,"08205502004","08205502","082055","08","09"
2794,"08205502005","08205502","082055","08","09"
2795,"08205502006","08205502","082055","08","09"
2796,"08205502007","08205502","082055","08","09"
2797,"08205502008","08205502","082055","08","09"
2798,"08205502009","08205502","082055","08","09"
2799,"08205502010","08205502","082055","08","09"
2800,"08205502011","08205502","082055","08","09"
2801,"08205502012","08205502","082055","08","09"
2802,"08205503001","08205503","082055","08","09"
2803,"08205503002","08205503","082055","08","09"
2804,"08205503003","08205503","082055","08","09"
2805,"08205503004","08205503","082055","08","09"
2806,"08205504001","08205504","082055","08","09"
2807,"08205504002","08205504","082055","08","09"
2808,"08205504003","08205504","082055","08","09"
2809,"08205505001","08205505","082055","08","09"
2810,"08205505002","08205505","082055","08","09"
2811,"08205505003","08205505","082055","08","09"
2812,"08205505004","08205505","082055","08","09"
2813,"08205505005","08205505","082055","08","09"
2814,"08205505006","08205505","082055","08","09"
2815,"08205505007","08205505","082055","08","09"
2816,"08205505008","08205505","082055","08","09"
2817,"08205506001","08205506","082055","08","09"
2818,"08206801001","08206801","082068","08","09"
2819,"08207401001","08207401","082074","08","09"
2820,"08208001001","08208001","082080","08","09"
2821,"08208001002","08208001","082080","08","09"
2822,"08208001003","08208001","082080","08","09"
2823,"08208001004","08208001","082080","08","09"
2824,"08208001005","08208001","082080","08","09"
2825,"08209301001","08209301","082093","08","09"
2826,"08209301002","08209301","082093","08","09"
2827,"08209301003","08209301","082093","08","09"
2828,"08209301004","08209301","082093","08","09"
2829,"08210701001","08210701","082107","08","09"
2830,"08210701002","08210701","082107","08","09"
2831,"08210702001","08210702","082107","08","09"
2832,"08210702002","08210702","082107","08","09"
2833,"08211401001","08211401","082114","08","09"
2834,"08211401002","08211401","082114","08","09"
2835,"08211401003","08211401","082114","08","09"
2836,"08211401004","08211401","082114","08","09"
2837,"08211401005","08211401","082114","08","09"
2838,"08211401006","08211401","082114","08","09"
2839,"08211401007","08211401","082114","08","09"
2840,"08211402003","08211402","082114","08","09"
2841,"08211402004","08211402","082114","08","09"
2842,"08211402006","08211402","082114","08","09"
2843,"08211402007","08211402","082114","08","09"
2844,"08211402008","08211402","082114","08","09"
2845,"08211403001","08211403","082114","08","09"
2846,"08211403002","08211403","082114","08","09"
2847,"08211403003","08211403","082114","08","09"
2848,"08211403004","08211403","082114","08","09"
2849,"08211403005","08211403","082114","08","09"
2850,"08211404003","08211404","082114","08","09"
2851,"08211404006","08211404","082114","08","09"
2852,"08211404007","08211404","082114","08","09"
2853,"08211404008","08211404","082114","08","09"
2854,"08211405001","08211405","082114","08","09"
2855,"08211405002","08211405","082114","08","09"
2856,"08211405003","08211405","082114","08","09"
2857,"08211405004","08211405","082114","08","09"
2858,"08211405005","08211405","082114","08","09"
2859,"08211406004","08211406","082114","08","09"
2860,"08211407001","08211407","082114","08","09"
2861,"08211407002","08211407","082114","08","09"
2862,"08211407003","08211407","082114","08","09"
2863,"08212901001","08212901","082129","08","09"
2864,"08213501001","08213501","082135","08","09"
2865,"08213501002","08213501","082135","08","09"
2866,"08213501003","08213501","082135","08","09"
2867,"08213501004","08213501","082135","08","09"
2868,"08213501005","08213501","082135","08","09"
2869,"08213501006","08213501","082135","08","09"
2870,"08214001001","08214001","082140","08","09"
2871,"08214001002","08214001","082140","08","09"
2872,"08214001003","08214001","082140","08","09"
2873,"08214001004","08214001","082140","08","09"
2874,"08214002001","08214002","082140","08","09"
2875,"08214002002","08214002","082140","08","09"
2876,"08215301001","08215301","082153","08","09"
2877,"08215301002","08215301","082153","08","09"
2878,"08215301003","08215301","082153","08","09"
2879,"08216601001","08216601","082166","08","09"
2880,"08217201001","08217201","082172","08","09"
2881,"08217201002","08217201","082172","08","09"
2882,"08217201003","08217201","082172","08","09"
2883,"08217201004","08217201","082172","08","09"
2884,"08217201005","08217201","082172","08","09"
2885,"08217201006","08217201","082172","08","09"
2886,"08217201007","08217201","082172","08","09"
2887,"08217201008","08217201","082172","08","09"
2888,"08217201009","08217201","082172","08","09"
2889,"08217201010","08217201","082172","08","09"
2890,"08217202002","08217202","082172","08","09"
2891,"08217202003","08217202","082172","08","09"
2892,"08217202004","08217202","082172","08","09"
2893,"08217203001","08217203","082172","08","09"
2894,"08217203002","08217203","082172","08","09"
2895,"08217203003","08217203","082172","08","09"
2896,"08217203004","08217203","082172","08","09"
2897,"08217203005","08217203","082172","08","09"
2898,"08217204001","08217204","082172","08","09"
2899,"08217205001","08217205","082172","08","09"
2900,"08217205002","08217205","082172","08","09"
2901,"08218801001","08218801","082188","08","09"
2902,"08218801002","08218801","082188","08","09"
2903,"08218801003","08218801","082188","08","09"
2904,"08218801005","08218801","082188","08","09"
2905,"08218801006","08218801","082188","08","09"
2906,"08219101001","08219101","082191","08","09"
2907,"08219101002","08219101","082191","08","09"
2908,"08219101003","08219101","082191","08","09"
2909,"08219101004","08219101","082191","08","09"
2910,"08219101005","08219101","082191","08","09"
2911,"08219101006","08219101","082191","08","09"
2912,"08219102001","08219102","082191","08","09"
2913,"08219102002","08219102","082191","08","09"
2914,"08219102003","08219102","082191","08","09"
2915,"08219102004","08219102","082191","08","09"
2916,"08219102005","08219102","082191","08","09"
2917,"08219103001","08219103","082191","08","09"
2918,"08219103002","08219103","082191","08","09"
2919,"08219103003","08219103","082191","08","09"
2920,"08219103004","08219103","082191","08","09"
2921,"08220501001","08220501","082205","08","09"
2922,"08220501002","08220501","082205","08","09"
2923,"08221201001","08221201","082212","08","09"
2924,"08221201002","08221201","082212","08","09"
2925,"08221201003","08221201","082212","08","09"
2926,"08221201004","08221201","082212","08","09"
2927,"08221201005","08221201","082212","08","09"
2928,"08221201006","08221201","082212","08","09"
2929,"08221201007","08221201","082212","08","09"
2930,"08221201008","08221201","082212","08","09"
2931,"08221201009","08221201","082212","08","09"
2932,"08221201010","08221201","082212","08","09"
2933,"08222701001","08222701","082227","08","09"
2934,"08223301001","08223301","082233","08","09"
2935,"08224801001","08224801","082248","08","09"
2936,"08225101001","08225101","082251","08","09"
2937,"08226401001","08226401","082264","08","09"
2938,"08227001001","08227001","082270","08","09"
2939,"08227001002","08227001","082270","08","09"
2940,"08228601001","08228601","082286","08","09"
2941,"08229901001","08229901","082299","08","09"
2942,"08230301001","08230301","082303","08","09"
2943,"08230301002","08230301","082303","08","09"
2944,"08230301003","08230301","082303","08","09"
2945,"08230301004","08230301","082303","08","09"
2946,"08230301005","08230301","082303","08","09"
2947,"08230301006","08230301","082303","08","09"
2948,"08231001001","08231001","082310","08","09"
2949,"08231001002","08231001","082310","08","09"
2950,"08231001003","08231001","082310","08","09"
2951,"08231001004","08231001","082310","08","09"
2952,"08231001005","08231001","082310","08","09"
2953,"08231001006","08231001","082310","08","09"
2954,"08231001007","08231001","082310","08","09"
2955,"08231001008","08231001","082310","08","09"
2956,"08231001009","08231001","082310","08","09"
2957,"08231001010","08231001","082310","08","09"
2958,"08231001011","08231001","082310","08","09"
2959,"08231001012","08231001","082310","08","09"
2960,"08231001013","08231001","082310","08","09"
2961,"08231001014","08231001","082310","08","09"
2962,"08231001015","08231001","082310","08","09"
2963,"08231001016","08231001","082310","08","09"
2964,"08231001017","08231001","082310","08","09"
2965,"08232501001","08232501","082325","08","09"
2966,"08233101001","08233101","082331","08","09"
2967,"08233101002","08233101","082331","08","09"
2968,"08234601001","08234601","082346","08","09"
2969,"08234601002","08234601","082346","08","09"
2970,"08234601003","08234601","082346","08","09"
2971,"08235901001","08235901","082359","08","09"
2972,"08235901002","08235901","082359","08","09"
2973,"08235901003","08235901","082359","08","09"
2974,"08236201001","08236201","082362","08","09"
2975,"08237801001","08237801","082378","08","09"
2976,"08237801002","08237801","082378","08","09"
2977,"08238401001","08238401","082384","08","09"
2978,"08238401002","08238401","082384","08","09"
2979,"08238401003","08238401","082384","08","09"
2980,"08238401004","08238401","082384","08","09"
2981,"08238401005","08238401","082384","08","09"
2982,"08238401006","08238401","082384","08","09"
2983,"08238401007","08238401","082384","08","09"
2984,"08238401008","08238401","082384","08","09"
2985,"08238401009","08238401","082384","08","09"
2986,"08238401010","08238401","082384","08","09"
2987,"08238401011","08238401","082384","08","09"
2988,"08238401012","08238401","082384","08","09"
2989,"08239701001","08239701","082397","08","09"
2990,"08240101001","08240101","082401","08","09"
2991,"08240101002","08240101","082401","08","09"
2992,"08240101003","08240101","082401","08","09"
2993,"08240101004","08240101","082401","08","09"
2994,"08240102001","08240102","082401","08","09"
2995,"08240102002","08240102","082401","08","09"
2996,"08240102003","08240102","082401","08","09"
2997,"08240102004","08240102","082401","08","09"
2998,"08241801001","08241801","082418","08","09"
2999,"08242301001","08242301","082423","08","09"
3000,"08243901001","08243901","082439","08","09"
3001,"08244401001","08244401","082444","08","09"
3002,"08244401002","08244401","082444","08","09"
3003,"08244401003","08244401","082444","08","09"
3004,"08244401004","08244401","082444","08","09"
3005,"08244401005","08244401","082444","08","09"
3006,"08245701001","08245701","082457","08","09"
3007,"08245701002","08245701","082457","08","09"
3008,"08245701003","08245701","082457","08","09"
3009,"08245701004","08245701","082457","08","09"
3010,"08245701005","08245701","082457","08","09"
3011,"08245701006","08245701","082457","08","09"
3012,"08245701007","08245701","082457","08","09"
3013,"08245701009","08245701","082457","08","09"
3014,"08245701010","08245701","082457","08","09"
3015,"08245701011","08245701","082457","08","09"
3016,"08245701012","08245701","082457","08","09"
3017,"08245701013","08245701","082457","08","09"
3018,"08245701014","08245701","082457","08","09"
3019,"08245701015","08245701","082457","08","09"
3020,"08245701016","08245701","082457","08","09"
3021,"08245701017","08245701","082457","08","09"
3022,"08245701018","08245701","082457","08","09"
3023,"08245701019","08245701","082457","08","09"
3024,"08245702001","08245702","082457","08","09"
3025,"08245702002","08245702","082457","08","09"
3026,"08245702003","08245702","082457","08","09"
3027,"08245702004","08245702","082457","08","09"
3028,"08245702005","08245702","082457","08","09"
3029,"08245702006","08245702","082457","08","09"
3030,"08245702007","08245702","082457","08","09"
3031,"08245702008","08245702","082457","08","09"
3032,"08245702009","08245702","082457","08","09"
3033,"08245702010","08245702","082457","08","09"
3034,"08245702011","08245702","082457","08","09"
3035,"08245703001","08245703","082457","08","09"
3036,"08245703002","08245703","082457","08","09"
3037,"08245703003","08245703","082457","08","09"
3038,"08245703004","08245703","082457","08","09"
3039,"08245703005","08245703","082457","08","09"
3040,"08245703006","08245703","082457","08","09"
3041,"08245703007","08245703","082457","08","09"
3042,"08245703008","08245703","082457","08","09"
3043,"08245703009","08245703","082457","08","09"
3044,"08245703010","08245703","082457","08","09"
3045,"08245703011","08245703","082457","08","09"
3046,"08245703012","08245703","082457","08","09"
3047,"08245703013","08245703","082457","08","09"
3048,"08245703014","08245703","082457","08","09"
3049,"08245703015","08245703","082457","08","09"
3050,"08245703016","08245703","082457","08","09"
3051,"08245703017","08245703","082457","08","09"
3052,"08245704001","08245704","082457","08","09"
3053,"08245704002","08245704","082457","08","09"
3054,"08245704003","08245704","082457","08","09"
3055,"08245704004","08245704","082457","08","09"
3056,"08245704005","08245704","082457","08","09"
3057,"08245704006","08245704","082457","08","09"
3058,"08245704007","08245704","082457","08","09"
3059,"08245704008","08245704","082457","08","09"
3060,"08245704009","08245704","082457","08","09"
3061,"08245704010","08245704","082457","08","09"
3062,"08245704011","08245704","082457","08","09"
3063,"08245704012","08245704","082457","08","09"
3064,"08245704013","08245704","082457","08","09"
3065,"08245704014","08245704","082457","08","09"
3066,"08245704015","08245704","082457","08","09"
3067,"08245704016","08245704","082457","08","09"
3068,"08245705001","08245705","082457","08","09"
3069,"08245705002","08245705","082457","08","09"
3070,"08245705003","08245705","082457","08","09"
3071,"08245705004","08245705","082457","08","09"
3072,"08245705005","08245705","082457","08","09"
3073,"08245705006","08245705","082457","08","09"
3074,"08245705007","08245705","082457","08","09"
3075,"08245705008","08245705","082457","08","09"
3076,"08245705009","08245705","082457","08","09"
3077,"08245705011","08245705","082457","08","09"
3078,"08245705012","08245705","082457","08","09"
3079,"08245705013","08245705","082457","08","09"
3080,"08245705014","08245705","082457","08","09"
3081,"08245705015","08245705","082457","08","09"
3082,"08245705016","08245705","082457","08","09"
3083,"08245705018","08245705","082457","08","09"
3084,"08245705019","08245705","082457","08","09"
3085,"08245706002","08245706","082457","08","09"
3086,"08245706003","08245706","082457","08","09"
3087,"08245706004","08245706","082457","08","09"
3088,"08245706005","08245706","082457","08","09"
3089,"08245706008","08245706","082457","08","09"
3090,"08245706009","08245706","082457","08","09"
3091,"08245706011","08245706","082457","08","09"
3092,"08245706012","08245706","082457","08","09"
3093,"08245706014","08245706","082457","08","09"
3094,"08246001001","08246001","082460","08","09"
3095,"08247601001","08247601","082476","08","09"
3096,"08248201001","08248201","082482","08","09"
3097,"08248201002","08248201","082482","08","09"
3098,"08249501001","08249501","082495","08","09"
3099,"08250801001","08250801","082508","08","09"
3100,"08250801002","08250801","082508","08","09"
3101,"08250801003","08250801","082508","08","09"
3102,"08250801004","08250801","082508","08","09"
3103,"08250801005","08250801","082508","08","09"
3104,"08250801006","08250801","082508","08","09"
3105,"08250801007","08250801","082508","08","09"
3106,"08251501001","08251501","082515","08","09"
3107,"08251501002","08251501","082515","08","09"
3108,"08251501003","08251501","082515","08","09"
3109,"08251501004","08251501","082515","08","09"
3110,"08252001001","08252001","082520","08","09"
3111,"08252001002","08252001","082520","08","09"
3112,"08252001003","08252001","082520","08","09"
3113,"08252001004","08252001","082520","08","09"
3114,"08252001005","08252001","082520","08","09"
3115,"08252001006","08252001","082520","08","09"
3116,"08252001007","08252001","082520","08","09"
3117,"08252001008","08252001","082520","08","09"
3118,"08252001009","08252001","082520","08","09"
3119,"08252001010","08252001","082520","08","09"
3120,"08252001011","08252001","082520","08","09"
3121,"08252001018","08252001","082520","08","09"
3122,"08252001019","08252001","082520","08","09"
3123,"08252001020","08252001","082520","08","09"
3124,"08252001021","08252001","082520","08","09"
3125,"08252001022","08252001","082520","08","09"
3126,"08252001023","08252001","082520","08","09"
3127,"08252001024","08252001","082520","08","09"
3128,"08252001025","08252001","082520","08","09"
3129,"08252001026","08252001","082520","08","09"
3130,"08252001027","08252001","082520","08","09"
3131,"08252001028","08252001","082520","08","09"
3132,"08252001029","08252001","082520","08","09"
3133,"08253601001","08253601","082536","08","09"
3134,"08254101001","08254101","082541","08","09"
3135,"08255401001","08255401","082554","08","09"
3136,"08256701001","08256701","082567","08","09"
3137,"08257301001","08257301","082573","08","09"
3138,"08258901001","08258901","082589","08","09"
3139,"08259201001","08259201","082592","08","09"
3140,"08259201002","08259201","082592","08","09"
3141,"08259201003","08259201","082592","08","09"
3142,"08259201004","08259201","082592","08","09"
3143,"08260601001","08260601","082606","08","09"
3144,"08260601002","08260601","082606","08","09"
3145,"08260601003","08260601","082606","08","09"
3146,"08260601004","08260601","082606","08","09"
3147,"08260601005","08260601","082606","08","09"
3148,"08260601006","08260601","082606","08","09"
3149,"08260601007","08260601","082606","08","09"
3150,"08260601008","08260601","082606","08","09"
3151,"08260601009","08260601","082606","08","09"
3152,"08260601010","08260601","082606","08","09"
3153,"08260601011","08260601","082606","08","09"
3154,"08260601012","08260601","082606","08","09"
3155,"08260601013","08260601","082606","08","09"
3156,"08260601014","08260601","082606","08","09"
3157,"08260601015","08260601","082606","08","09"
3158,"08260601016","08260601","082606","08","09"
3159,"08261301001","08261301","082613","08","09"
3160,"08261301002","08261301","082613","08","09"
3161,"08262801001","08262801","082628","08","09"
3162,"08262801002","08262801","082628","08","09"
3163,"08262801003","08262801","082628","08","09"
3164,"08262802001","08262802","082628","08","09"
3165,"08262802002","08262802","082628","08","09"
3166,"08263401001","08263401","082634","08","09"
3167,"08263401002","08263401","082634","08","09"
3168,"08263401003","08263401","082634","08","09"
3169,"08263401004","08263401","082634","08","09"
3170,"08263401005","08263401","082634","08","09"
3171,"08263401006","08263401","082634","08","09"
3172,"08263401007","08263401","082634","08","09"
3173,"08263401008","08263401","082634","08","09"
3174,"08263401009","08263401","082634","08","09"
3175,"08263401010","08263401","082634","08","09"
3176,"08263401011","08263401","082634","08","09"
3177,"08263401012","08263401","082634","08","09"
3178,"08263402001","08263402","082634","08","09"
3179,"08263402002","08263402","082634","08","09"
3180,"08263402003","08263402","082634","08","09"
3181,"08263403001","08263403","082634","08","09"
3182,"08263403002","08263403","082634","08","09"
3183,"08263404001","08263404","082634","08","09"
3184,"08263404002","08263404","082634","08","09"
3185,"08263404003","08263404","082634","08","09"
3186,"08264901001","08264901","082649","08","09"
3187,"08264901002","08264901","082649","08","09"
3188,"08264901003","08264901","082649","08","09"
3189,"08264901004","08264901","082649","08","09"
3190,"08265201001","08265201","082652","08","09"
3191,"08266501001","08266501","082665","08","09"
3192,"08266501002","08266501","082665","08","09"
3193,"08266501003","08266501","082665","08","09"
3194,"08266501004","08266501","082665","08","09"
3195,"08266501005","08266501","082665","08","09"
3196,"08266501006","08266501","082665","08","09"
3197,"08266501007","08266501","082665","08","09"
3198,"08266501008","08266501","082665","08","09"
3199,"08266501009","08266501","082665","08","09"
3200,"08266501010","08266501","082665","08","09"
3201,"08266501011","08266501","082665","08","09"
3202,"08266501012","08266501","082665","08","09"
3203,"08266501013","08266501","082665","08","09"
3204,"08266501014","08266501","082665","08","09"
3205,"08266501015","08266501","082665","08","09"
3206,"08266501016","08266501","082665","08","09"
3207,"08266501017","08266501","082665","08","09"
3208,"08266501018","08266501","082665","08","09"
3209,"08266501019","08266501","082665","08","09"
3210,"08266501020","08266501","082665","08","09"
3211,"08266501027","08266501","082665","08","09"
3212,"08266501028","08266501","082665","08","09"
3213,"08266501029","08266501","082665","08","09"
3214,"08266501030","08266501","082665","08","09"
3215,"08266501031","08266501","082665","08","09"
3216,"08266501032","08266501","082665","08","09"
3217,"08266501033","08266501","082665","08","09"
3218,"08266501034","08266501","082665","08","09"
3219,"08266501035","08266501","082665","08","09"
3220,"08266501036","08266501","082665","08","09"
3221,"08266501037","08266501","082665","08","09"
3222,"08266501038","08266501","082665","08","09"
3223,"08266501039","08266501","082665","08","09"
3224,"08266501040","08266501","082665","08","09"
3225,"08267101001","08267101","082671","08","09"
3226,"08267101002","08267101","082671","08","09"
3227,"08267101003","08267101","082671","08","09"
3228,"08267101004","08267101","082671","08","09"
3229,"08267101005","08267101","082671","08","09"
3230,"08268701001","08268701","082687","08","09"
3231,"08268701002","08268701","082687","08","09"
3232,"08269001001","08269001","082690","08","09"
3233,"08269001002","08269001","082690","08","09"
3234,"08270401001","08270401","082704","08","09"
3235,"08270401002","08270401","082704","08","09"
3236,"08270401003","08270401","082704","08","09"
3237,"08270401004","08270401","082704","08","09"
3238,"08270401005","08270401","082704","08","09"
3239,"08270401006","08270401","082704","08","09"
3240,"08270402001","08270402","082704","08","09"
3241,"08270402002","08270402","082704","08","09"
3242,"08270402003","08270402","082704","08","09"
3243,"08270402004","08270402","082704","08","09"
3244,"08270402005","08270402","082704","08","09"
3245,"08270402006","08270402","082704","08","09"
3246,"08270402007","08270402","082704","08","09"
3247,"08270402009","08270402","082704","08","09"
3248,"08270402010","08270402","082704","08","09"
3249,"08270402011","08270402","082704","08","09"
3250,"08271101001","08271101","082711","08","09"
3251,"08272601001","08272601","082726","08","09"
3252,"08273201001","08273201","082732","08","09"
3253,"08273201002","08273201","082732","08","09"
3254,"08273201003","08273201","082732","08","09"
3255,"08274701001","08274701","082747","08","09"
3256,"08274701002","08274701","082747","08","09"
3257,"08274701004","08274701","082747","08","09"
3258,"08274701005","08274701","082747","08","09"
3259,"08275001001","08275001","082750","08","09"
3260,"08276301001","08276301","082763","08","09"
3261,"08277901001","08277901","082779","08","09"
3262,"08278501001","08278501","082785","08","09"
3263,"08278501002","08278501","082785","08","09"
3264,"08278501003","08278501","082785","08","09"
3265,"08278501004","08278501","082785","08","09"
3266,"08279801001","08279801","082798","08","09"
3267,"08279801002","08279801","082798","08","09"
3268,"08279801004","08279801","082798","08","09"
3269,"08279801005","08279801","082798","08","09"
3270,"08279801006","08279801","082798","08","09"
3271,"08279801007","08279801","082798","08","09"
3272,"08279801008","08279801","082798","08","09"
3273,"08279801009","08279801","082798","08","09"
3274,"08279801010","08279801","082798","08","09"
3275,"08279801011","08279801","082798","08","09"
3276,"08279801012","08279801","082798","08","09"
3277,"08279801013","08279801","082798","08","09"
3278,"08279801014","08279801","082798","08","09"
3279,"08279801015","08279801","082798","08","09"
3280,"08279801016","08279801","082798","08","09"
3281,"08279801017","08279801","082798","08","09"
