"idx","level_1","level_2","level_3","level_4"
975,"16190","16","08","01"
976,"16191_AM","16","08","01"
977,"16203","16","08","01"
978,"16249_AM","16","08","01"
979,"16251_AM","16","08","01"
980,"16903_AM","16","08","01"
981,"16905_AM","16","08","01"
982,"17006_AM","17","09","01"
983,"17007_AM","17","09","01"
984,"17008","17","09","01"
985,"17009","17","09","01"
986,"17012_AM","17","09","01"
987,"17013_AM","17","09","01"
988,"17015","17","09","01"
989,"17016_AM","17","09","01"
990,"17019_AM","17","09","01"
991,"17020_AM","17","09","01"
992,"17022","17","09","01"
993,"17023","17","09","01"
994,"17032_AM","17","09","01"
995,"17033","17","09","01"
996,"17034","17","09","01"
997,"17036_AM","17","09","01"
998,"17039_AM","17","09","01"
999,"17044","17","09","01"
1000,"17047","17","09","01"
1001,"17048","17","09","01"
1002,"17049_AM","17","09","01"
1003,"17056_AM","17","09","01"
1004,"17062","17","09","01"
1005,"17066","17","09","01"
1006,"17067_AM","17","09","01"
1007,"1707901","17","09","01"
1008,"1707902","17","09","01"
1009,"1707903","17","09","01"
1010,"1707904_AD","17","09","01"
1011,"1707906","17","09","01"
1012,"17083_AM","17","09","01"
1013,"17086_AM","17","09","01"
1014,"17089","17","09","01"
1015,"17092_AM","17","09","01"
1016,"17094","17","09","01"
1017,"17095","17","09","01"
1018,"17103","17","09","01"
1019,"17111_AM","17","09","01"
1020,"17114","17","09","01"
1021,"17117","17","09","01"
1022,"17118","17","09","01"
1023,"17132_AM","17","09","01"
1024,"17137_AM","17","09","01"
1025,"17141","17","09","01"
1026,"17142_AM","17","09","01"
1027,"17146_AM","17","09","01"
1028,"17147","17","09","01"
1029,"17152","17","09","01"
1030,"17155","17","09","01"
1031,"17160","17","09","01"
1032,"17163_AM","17","09","01"
1033,"17164_AM","17","09","01"
1034,"17167_AM","17","09","01"
1035,"17178_AM","17","09","01"
1036,"17180_AM","17","09","01"
1037,"17181","17","09","01"
1038,"17185_AM","17","09","01"
1039,"17186","17","09","01"
1040,"17193","17","09","01"
1041,"17199","17","09","01"
1042,"17202","17","09","01"
1043,"17207_AM","17","09","01"
1044,"17211_AM","17","09","01"
1045,"17213","17","09","01"
1046,"17221","17","09","01"
1047,"17223_AM","17","09","01"
1048,"17233_AM","17","09","01"
1049,"17901_AM","17","09","01"
1050,"17902_AM","17","09","01"
1051,"18003","18","01","01"
1052,"18006","18","01","01"
1053,"18011_AM","18","01","01"
1054,"18013_AM","18","01","01"
1055,"18014_AM","18","01","01"
1056,"18017","18","01","01"
1057,"18021","18","01","01"
1058,"18022","18","01","01"
1059,"18023","18","01","01"
1060,"18027_AM","18","01","01"
1061,"18029_AM","18","01","01"
1062,"18036","18","01","01"
1063,"18047","18","01","01"
1064,"18056_AM","18","01","01"
1065,"18057","18","01","01"
1066,"18059","18","01","01"
1067,"18061_AM","18","01","01"
1068,"18062","18","01","01"
1069,"18063_AM","18","01","01"
1070,"18066_AM","18","01","01"
1071,"18071_AM","18","01","01"
1072,"18079_AM","18","01","01"
1073,"18084","18","01","01"
1074,"1808701","18","01","01"
1075,"1808702","18","01","01"
1076,"1808703","18","01","01"
1077,"1808704_AD","18","01","01"
1078,"1808706","18","01","01"
1079,"1808707","18","01","01"
1080,"1808709","18","01","01"
1081,"18088_AM","18","01","01"
1082,"18089","18","01","01"
1083,"18093","18","01","01"
1084,"18094_AM","18","01","01"
1085,"18098","18","01","01"
1086,"18099_AM","18","01","01"
1087,"18100","18","01","01"
1088,"18101","18","01","01"
1089,"18102_AM","18","01","01"
1090,"18105","18","01","01"
1091,"18108_AM","18","01","01"
1092,"18116_AM","18","01","01"
1093,"18119_AM","18","01","01"
1094,"18122_AM","18","01","01"
1095,"18127","18","01","01"
1096,"18132_AM","18","01","01"
1097,"18133_AM","18","01","01"
1098,"18134","18","01","01"
1099,"18135_AM","18","01","01"
1100,"18136_AM","18","01","01"
1101,"18138_AM","18","01","01"
1102,"1814001","18","01","01"
1103,"1814002","18","01","01"
1104,"1814003","18","01","01"
1105,"1814004","18","01","01"
1106,"1814005_AD","18","01","01"
1107,"18145","18","01","01"
1108,"18147","18","01","01"
1109,"18149_AM","18","01","01"
1110,"18150","18","01","01"
1111,"18152_AM","18","01","01"
1112,"18153","18","01","01"
1113,"18158","18","01","01"
1114,"18162_AM","18","01","01"
1115,"18164_AM","18","01","01"
1116,"18165","18","01","01"
1117,"18173","18","01","01"
1118,"18175","18","01","01"
1119,"18182_AM","18","01","01"
1120,"18184_AM","18","01","01"
1121,"18193","18","01","01"
1122,"18194_AM","18","01","01"
1123,"18903_AM","18","01","01"
1124,"18905","18","01","01"
1125,"18907_AM","18","01","01"
1126,"18911","18","01","01"
1127,"19024","19","08","01"
1128,"19046_AM","19","08","01"
1129,"19053_AM","19","08","01"
1130,"19058_AM","19","08","01"
1131,"19071_AM","19","08","01"
1132,"19086_AM","19","08","01"
1133,"1913001","19","08","01"
1134,"1913002","19","08","01"
1135,"1913003","19","08","01"
1136,"1913004","19","08","01"
1137,"1913005","19","08","01"
1138,"19151_AM","19","08","01"
1139,"19156_AM","19","08","01"
1140,"19160_AM","19","08","01"
1141,"19171","19","08","01"
1142,"19190_AM","19","08","01"
1143,"19192_AM","19","08","01"
1144,"19220_AM","19","08","01"
1145,"19245_AM","19","08","01"
1146,"19257_AM","19","08","01"
1147,"19274_AM","19","08","01"
